,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
15308,3125,157,3282,19.90445859872612
15310,3950,98,4048,40.30612244897959
15345,2081,142,2223,14.654929577464788
15348,2692,179,2871,15.039106145251395
15361,3548,117,3665,30.324786324786324
15371,3624,250,3874,14.496
15375,2533,186,2719,13.618279569892474
15384,3827,172,3999,22.25
15406,3223,65,3288,49.58461538461538
15414,966,187,1153,5.165775401069519
15418,100,3556,3656,0.0281214848143982
15423,3712,182,3894,20.395604395604398
15424,2351,288,2639,8.163194444444445
15425,1680,112,1792,15.0
15426,3375,304,3679,11.101973684210526
15434,3600,191,3791,18.848167539267017
15453,3280,141,3421,23.26241134751773
15462,2422,88,2510,27.522727272727277
15468,954,2022,2976,0.4718100890207715
15476,3946,131,4077,30.12213740458015
15479,1139,139,1278,8.194244604316546
15480,1542,93,1635,16.580645161290324
15493,3395,257,3652,13.210116731517507
15495,1905,507,2412,3.757396449704142
15496,3109,61,3170,50.967213114754095
15502,1359,295,1654,4.606779661016949
15515,3469,138,3607,25.13768115942029
15535,2753,225,2978,12.235555555555557
15536,3737,153,3890,24.424836601307188
15544,3265,65,3330,50.23076923076923
15549,2591,135,2726,19.192592592592597
15553,2735,98,2833,27.90816326530612
15562,1252,120,1372,10.433333333333334
15565,2093,166,2259,12.60843373493976
15567,1719,156,1875,11.01923076923077
15584,2290,147,2437,15.578231292517009
15585,2496,385,2881,6.483116883116884
15589,2080,69,2149,30.144927536231883
15591,3225,267,3492,12.07865168539326
15595,2797,205,3002,13.64390243902439
15609,2800,204,3004,13.72549019607843
15617,2370,235,2605,10.085106382978724
15618,1905,94,1999,20.26595744680851
15621,1703,79,1782,21.55696202531645
15625,3421,147,3568,23.272108843537413
15634,3237,163,3400,19.858895705521476
15644,1964,213,2177,9.220657276995306
15647,1245,387,1632,3.2170542635658914
15654,3097,124,3221,24.975806451612904
15658,1771,132,1903,13.416666666666666
15663,2389,137,2526,17.437956204379564
15681,3763,86,3849,43.75581395348837
15687,1547,124,1671,12.475806451612904
15699,2407,555,2962,4.336936936936937
15700,3511,151,3662,23.251655629139076
15709,3721,114,3835,32.64035087719298
15717,169,3780,3949,0.0447089947089947
15724,1808,80,1888,22.6
15733,1381,48,1429,28.77083333333333
15736,3088,117,3205,26.39316239316239
15739,2337,108,2445,21.63888888888889
15740,2662,292,2954,9.116438356164384
15744,3893,123,4016,31.65040650406504
15754,3533,206,3739,17.150485436893202
15759,2707,313,3020,8.648562300319488
15781,3661,426,4087,8.593896713615024
15789,2715,110,2825,24.681818181818183
15803,2719,223,2942,12.192825112107624
15813,3603,112,3715,32.169642857142854
15816,3242,85,3327,38.14117647058824
15827,1680,191,1871,8.795811518324607
15832,2825,283,3108,9.982332155477032
15839,3375,143,3518,23.6013986013986
15847,3790,189,3979,20.05291005291005
15849,2594,242,2836,10.71900826446281
15851,3648,239,3887,15.263598326359832
15855,586,257,843,2.280155642023346
15863,3209,355,3564,9.03943661971831
15874,3415,153,3568,22.320261437908496
15882,2517,339,2856,7.424778761061947
15884,3115,300,3415,10.383333333333333
15886,452,107,559,4.224299065420561
15889,591,1601,2192,0.3691442848219862
15891,903,2260,3163,0.3995575221238938
15892,2383,384,2767,6.205729166666667
15899,3744,195,3939,19.2
15900,1680,311,1991,5.401929260450161
15903,2534,128,2662,19.796875
15910,3676,367,4043,10.016348773841962
15919,3240,242,3482,13.388429752066116
15943,2623,203,2826,12.921182266009852
15949,2675,168,2843,15.922619047619047
15952,1795,262,2057,6.851145038167939
15955,2262,266,2528,8.503759398496241
15965,1735,106,1841,16.367924528301888
15978,3145,208,3353,15.120192307692308
15992,2753,44,2797,62.56818181818182
16000,2332,200,2532,11.66
16003,289,2074,2363,0.1393442622950819
16017,3485,125,3610,27.88
16033,3096,80,3176,38.7
16036,287,3142,3429,0.0913430935709739
16046,3554,97,3651,36.63917525773196
16053,3704,80,3784,46.3
16054,3738,112,3850,33.375
16062,2698,218,2916,12.376146788990823
16073,3468,218,3686,15.908256880733944
16079,2445,217,2662,11.267281105990785
16091,193,138,331,1.3985507246376812
16093,1672,100,1772,16.72
16100,2667,151,2818,17.662251655629138
16131,1842,446,2288,4.130044843049327
16134,2197,310,2507,7.087096774193548
16137,2504,194,2698,12.90721649484536
16139,1322,160,1482,8.2625
16146,1773,153,1926,11.588235294117649
16150,64,3634,3698,0.0176114474408365
16154,3848,113,3961,34.05309734513274
16156,1911,576,2487,3.317708333333333
16158,1895,79,1974,23.9873417721519
16161,1777,96,1873,18.510416666666668
16169,1381,60,1441,23.016666666666666
16188,3387,98,3485,34.56122448979592
16194,1558,136,1694,11.455882352941176
16196,3267,242,3509,13.5
16199,3158,149,3307,21.19463087248322
16220,3810,184,3994,20.706521739130437
16222,3602,181,3783,19.900552486187845
16230,2217,189,2406,11.73015873015873
16244,3613,211,3824,17.123222748815166
16247,3437,62,3499,55.435483870967744
16254,3316,448,3764,7.401785714285714
16267,2927,168,3095,17.422619047619047
16268,336,1785,2121,0.188235294117647
16272,3076,222,3298,13.855855855855856
16273,2643,92,2735,28.72826086956522
16279,3580,182,3762,19.67032967032967
16297,2859,100,2959,28.59
16312,918,2454,3372,0.3740831295843521
16318,3876,104,3980,37.26923076923077
16328,2951,249,3200,11.85140562248996
16331,2033,150,2183,13.553333333333333
16339,3795,140,3935,27.107142857142858
16345,2218,120,2338,18.48333333333333
16350,2532,239,2771,10.594142259414228
16359,781,84,865,9.297619047619047
16365,1756,467,2223,3.76017130620985
16371,1775,162,1937,10.95679012345679
16383,1759,91,1850,19.32967032967033
16385,3670,162,3832,22.65432098765432
16394,2569,273,2842,9.41025641025641
16398,3709,252,3961,14.718253968253968
16423,157,2938,3095,0.0534377127297481
16437,3543,240,3783,14.7625
16460,2365,160,2525,14.78125
16475,2585,87,2672,29.71264367816092
16480,3481,390,3871,8.925641025641026
16489,3798,191,3989,19.884816753926703
16492,3677,97,3774,37.90721649484536
16504,1821,263,2084,6.923954372623574
16511,2568,215,2783,11.944186046511629
16515,3010,138,3148,21.81159420289855
16520,3762,77,3839,48.85714285714285
16521,3798,218,4016,17.422018348623855
16525,2418,43,2461,56.23255813953488
16527,3194,148,3342,21.58108108108108
16528,3328,212,3540,15.69811320754717
16531,2358,69,2427,34.17391304347826
16532,1485,298,1783,4.983221476510067
16539,1911,230,2141,8.308695652173913
16541,3956,117,4073,33.81196581196581
16548,2831,223,3054,12.695067264573993
16574,2996,245,3241,12.228571428571428
16588,2545,173,2718,14.710982658959535
16597,2598,163,2761,15.938650306748466
16602,3070,113,3183,27.168141592920357
16629,3838,118,3956,32.52542372881356
16649,3675,95,3770,38.68421052631579
16650,3235,141,3376,22.94326241134752
16653,3484,186,3670,18.731182795698924
16659,2810,266,3076,10.563909774436093
16664,2641,201,2842,13.139303482587064
16665,3777,196,3973,19.270408163265305
16667,667,112,779,5.955357142857143
16686,3673,61,3734,60.21311475409836
16688,3210,185,3395,17.35135135135135
16689,2884,98,2982,29.428571428571427
16693,3428,100,3528,34.28
16709,3754,176,3930,21.329545454545453
16712,2275,457,2732,4.978118161925602
16719,3309,429,3738,7.713286713286713
16733,2611,163,2774,16.01840490797546
16773,3732,162,3894,23.03703703703704
16774,2401,74,2475,32.445945945945944
16776,2222,241,2463,9.219917012448132
16791,3124,234,3358,13.350427350427353
16804,2638,117,2755,22.54700854700855
16807,1775,217,1992,8.179723502304148
16847,3277,88,3365,37.23863636363637
16848,2628,191,2819,13.75916230366492
16865,1953,132,2085,14.795454545454543
16874,3234,228,3462,14.18421052631579
16875,1119,214,1333,5.228971962616822
16878,1933,467,2400,4.139186295503212
16885,1841,450,2291,4.091111111111111
16894,3512,110,3622,31.92727272727273
16911,3077,76,3153,40.48684210526316
16916,2503,241,2744,10.385892116182571
16924,2528,224,2752,11.285714285714286
16940,3158,174,3332,18.149425287356323
16963,2795,216,3011,12.939814814814817
16968,3609,345,3954,10.460869565217392
16970,2691,151,2842,17.821192052980134
16978,2704,128,2832,21.125
16981,2550,131,2681,19.46564885496183
16983,2900,80,2980,36.25
17006,2198,131,2329,16.778625954198475
17009,2744,219,2963,12.529680365296803
17010,3790,149,3939,25.436241610738254
17013,215,2432,2647,0.0884046052631579
17019,1486,355,1841,4.185915492957746
17022,1323,67,1390,19.746268656716417
17043,2092,123,2215,17.008130081300813
17070,2412,302,2714,7.986754966887418
17074,1893,89,1982,21.269662921348317
17077,2129,93,2222,22.892473118279568
17079,2067,172,2239,12.017441860465116
17092,2611,258,2869,10.12015503875969
17096,3464,81,3545,42.76543209876543
17102,1755,487,2242,3.603696098562629
17103,3601,289,3890,12.460207612456747
17115,2927,150,3077,19.51333333333333
17138,1722,178,1900,9.674157303370787
17140,3050,128,3178,23.828125
17149,2885,727,3612,3.968363136176066
17156,3502,156,3658,22.44871794871795
17161,2607,136,2743,19.169117647058822
17173,1631,44,1675,37.06818181818182
17175,3702,100,3802,37.02
17176,2199,422,2621,5.210900473933649
17195,2650,115,2765,23.043478260869566
17197,2832,94,2926,30.127659574468087
17201,2093,191,2284,10.958115183246074
17210,458,197,655,2.3248730964467006
17214,3200,278,3478,11.510791366906474
17227,1,3159,3160,0.0003165558721114
17233,1084,200,1284,5.42
17234,3045,292,3337,10.428082191780822
17235,1149,140,1289,8.207142857142857
17238,978,87,1065,11.241379310344827
17239,1894,158,2052,11.9873417721519
17270,3174,184,3358,17.25
17271,766,1985,2751,0.3858942065491184
17275,3198,82,3280,39.0
17310,2627,732,3359,3.58879781420765
17312,3709,291,4000,12.745704467353953
17321,3293,127,3420,25.929133858267715
17329,3180,224,3404,14.196428571428571
17336,2711,104,2815,26.067307692307693
17344,2947,281,3228,10.487544483985763
17349,3758,286,4044,13.13986013986014
17369,727,250,977,2.908
17371,3509,338,3847,10.381656804733728
17377,808,33,841,24.484848484848484
17381,127,2935,3062,0.0432708688245315
17383,2305,235,2540,9.808510638297872
17392,421,2826,3247,0.1489738145789101
17393,3416,307,3723,11.127035830618892
17394,3322,189,3511,17.576719576719576
17395,3519,231,3750,15.233766233766234
17401,1552,82,1634,18.92682926829268
17407,3871,121,3992,31.99173553719008
17418,3274,256,3530,12.7890625
17419,3650,70,3720,52.142857142857146
17422,3084,496,3580,6.217741935483871
17427,767,149,916,5.147651006711409
17429,2317,57,2374,40.64912280701754
17430,561,1536,2097,0.365234375
17437,2853,204,3057,13.985294117647058
17438,1851,303,2154,6.108910891089109
17440,1798,482,2280,3.7302904564315353
17441,2153,229,2382,9.40174672489083
17443,2855,92,2947,31.032608695652176
17451,2806,219,3025,12.812785388127852
17452,3280,195,3475,16.82051282051282
17456,2874,170,3044,16.905882352941177
17467,3366,100,3466,33.66
17473,1051,169,1220,6.218934911242603
17487,3907,100,4007,39.07
17505,2125,112,2237,18.973214285714285
17506,1674,103,1777,16.25242718446602
17509,3147,184,3331,17.10326086956522
17511,2271,108,2379,21.02777777777778
17513,2783,104,2887,26.759615384615383
17524,2050,475,2525,4.315789473684211
17533,3451,130,3581,26.54615384615385
17534,325,2356,2681,0.1379456706281833
17539,3640,158,3798,23.037974683544306
17540,3689,137,3826,26.927007299270077
17544,3646,240,3886,15.191666666666666
17557,2460,95,2555,25.894736842105264
17567,3106,141,3247,22.02836879432624
17574,1826,124,1950,14.725806451612904
17579,1043,93,1136,11.21505376344086
17588,3264,147,3411,22.20408163265306
17598,3759,292,4051,12.873287671232877
17603,3174,154,3328,20.61038961038961
17605,3748,92,3840,40.73913043478261
17612,2254,212,2466,10.632075471698114
17625,3269,118,3387,27.703389830508478
17630,1282,188,1470,6.819148936170213
17636,2927,164,3091,17.847560975609756
17640,2987,182,3169,16.412087912087912
17643,2067,171,2238,12.087719298245617
17650,3475,221,3696,15.723981900452488
17652,3479,207,3686,16.806763285024154
17661,3155,219,3374,14.406392694063928
17670,2073,367,2440,5.64850136239782
17671,3483,160,3643,21.76875
17674,2760,779,3539,3.5430038510911426
17682,2483,198,2681,12.54040404040404
17686,1897,52,1949,36.48076923076923
17691,1826,154,1980,11.857142857142858
17703,3304,79,3383,41.822784810126585
17705,2019,192,2211,10.515625
17706,3260,265,3525,12.30188679245283
17707,2326,209,2535,11.129186602870814
17715,1612,196,1808,8.224489795918368
17727,3353,200,3553,16.765
17730,2031,308,2339,6.5941558441558445
17737,3312,360,3672,9.2
17738,2529,310,2839,8.158064516129032
17740,2068,66,2134,31.33333333333333
17755,3159,128,3287,24.6796875
17774,573,275,848,2.0836363636363635
17779,2547,375,2922,6.792
17781,871,85,956,10.24705882352941
17783,2411,124,2535,19.443548387096776
17788,2125,172,2297,12.354651162790695
17793,652,81,733,8.049382716049383
17807,2410,190,2600,12.68421052631579
17809,2480,368,2848,6.739130434782608
17817,515,1987,2502,0.2591847005535984
17819,2744,148,2892,18.54054054054054
17824,3379,137,3516,24.66423357664233
17844,2536,316,2852,8.025316455696203
17854,3621,232,3853,15.607758620689657
17864,2535,237,2772,10.69620253164557
17874,1933,175,2108,11.045714285714286
17885,3811,131,3942,29.091603053435115
17900,2775,189,2964,14.682539682539682
17914,2021,158,2179,12.791139240506327
17926,568,279,847,2.03584229390681
17933,2634,108,2742,24.38888888888889
17939,2052,177,2229,11.59322033898305
17941,834,37,871,22.54054054054054
17957,2567,79,2646,32.49367088607595
17958,3876,176,4052,22.022727272727277
17973,1225,79,1304,15.50632911392405
17987,3617,244,3861,14.82377049180328
17988,2538,316,2854,8.031645569620252
17992,1396,239,1635,5.841004184100418
18003,3270,140,3410,23.357142857142858
18008,3464,141,3605,24.56737588652482
18012,3878,163,4041,23.791411042944784
18015,2052,68,2120,30.176470588235293
18017,648,191,839,3.392670157068063
18023,3381,149,3530,22.69127516778524
18026,1348,108,1456,12.48148148148148
18058,2320,173,2493,13.410404624277456
18063,2540,242,2782,10.49586776859504
18065,606,136,742,4.455882352941177
18070,3476,232,3708,14.982758620689657
18075,2855,127,2982,22.48031496062992
18087,1712,294,2006,5.8231292517006805
18090,3752,197,3949,19.04568527918782
18094,3432,217,3649,15.815668202764977
18098,2289,369,2658,6.203252032520325
18105,2209,297,2506,7.437710437710438
18116,3359,93,3452,36.11827956989247
18120,3228,49,3277,65.87755102040816
18123,3685,340,4025,10.838235294117649
18124,1972,1631,3603,1.2090741876149602
18130,703,2817,3520,0.2495562655307064
18138,1569,158,1727,9.930379746835444
18139,2224,251,2475,8.860557768924302
18144,2827,75,2902,37.693333333333335
18146,3984,103,4087,38.67961165048544
18158,2278,172,2450,13.244186046511627
18168,2893,129,3022,22.42635658914729
18169,2504,72,2576,34.77777777777778
18171,3528,107,3635,32.97196261682243
18173,2008,100,2108,20.08
18185,1569,31,1600,50.61290322580645
18200,1743,78,1821,22.346153846153847
18204,44,3758,3802,0.011708355508249
18234,2376,108,2484,22.0
18271,2485,224,2709,11.09375
18290,1343,215,1558,6.246511627906977
18295,3149,186,3335,16.93010752688172
18296,2479,88,2567,28.170454545454547
18297,3778,166,3944,22.759036144578317
18299,3208,427,3635,7.51288056206089
18300,2509,448,2957,5.600446428571429
18301,802,114,916,7.035087719298246
18313,2819,124,2943,22.733870967741936
18314,3594,227,3821,15.832599118942731
18323,3322,205,3527,16.204878048780486
18324,2769,111,2880,24.945945945945947
18343,2918,296,3214,9.858108108108109
18347,3180,36,3216,88.33333333333333
18355,3892,140,4032,27.8
18356,3776,165,3941,22.884848484848487
18358,2627,118,2745,22.26271186440678
18364,3845,179,4024,21.480446927374302
18372,3437,217,3654,15.838709677419354
18373,3595,245,3840,14.673469387755102
18376,1648,158,1806,10.430379746835444
18398,3080,187,3267,16.470588235294116
18404,1494,250,1744,5.976
18408,3577,167,3744,21.419161676646706
18409,1096,159,1255,6.8930817610062896
18420,2240,646,2886,3.46749226006192
18425,673,2970,3643,0.2265993265993266
18436,3683,225,3908,16.36888888888889
18447,3087,325,3412,9.49846153846154
18449,2946,35,2981,84.17142857142858
18450,3558,151,3709,23.56291390728477
18467,3165,327,3492,9.678899082568808
18469,537,2296,2833,0.2338850174216027
18470,1818,196,2014,9.275510204081632
18471,668,367,1035,1.82016348773842
18481,3800,209,4009,18.181818181818183
18487,1901,102,2003,18.637254901960784
18507,2416,167,2583,14.467065868263472
18510,2670,229,2899,11.65938864628821
18515,3576,76,3652,47.05263157894737
18519,2318,282,2600,8.21985815602837
18531,2357,155,2512,15.206451612903226
18533,3066,175,3241,17.52
18536,1502,229,1731,6.558951965065503
18545,2648,271,2919,9.771217712177124
18564,2024,99,2123,20.444444444444443
18571,2844,166,3010,17.132530120481928
18575,1918,109,2027,17.59633027522936
18578,3306,133,3439,24.857142857142858
18595,3211,112,3323,28.669642857142858
18600,1402,148,1550,9.472972972972974
18615,954,141,1095,6.76595744680851
18619,2866,203,3069,14.118226600985222
18624,2787,116,2903,24.02586206896552
18642,2415,111,2526,21.75675675675676
18648,4039,57,4096,70.85964912280701
18659,3080,237,3317,12.9957805907173
18660,3135,238,3373,13.172268907563025
18662,2186,214,2400,10.214953271028037
18673,3474,228,3702,15.236842105263158
18676,2027,113,2140,17.938053097345133
18677,2275,933,3208,2.4383708467309755
18679,2333,126,2459,18.515873015873016
18683,3741,168,3909,22.267857142857142
18695,3763,122,3885,30.84426229508197
18713,1579,253,1832,6.241106719367589
18717,2140,121,2261,17.68595041322314
18726,2056,93,2149,22.107526881720432
18733,1437,101,1538,14.227722772277229
18734,3571,210,3781,17.004761904761907
18735,1782,119,1901,14.974789915966388
18749,1,2712,2713,0.0003687315634218
18754,3427,182,3609,18.82967032967033
18765,2793,411,3204,6.795620437956204
18774,477,174,651,2.7413793103448274
18777,2141,167,2308,12.820359281437126
18781,3832,75,3907,51.09333333333333
18789,2092,174,2266,12.022988505747126
18796,3666,192,3858,19.09375
18816,3445,132,3577,26.098484848484848
18822,1726,170,1896,10.152941176470588
18827,2488,358,2846,6.949720670391062
18833,2559,76,2635,33.671052631578945
18854,2755,49,2804,56.224489795918366
18858,2497,130,2627,19.20769230769231
18865,3160,205,3365,15.414634146341465
18884,3687,146,3833,25.253424657534246
18886,3502,248,3750,14.120967741935484
18895,3716,162,3878,22.938271604938272
18899,2011,134,2145,15.007462686567164
18900,3228,112,3340,28.821428571428573
18902,3340,301,3641,11.096345514950166
18904,2030,175,2205,11.6
18905,2427,103,2530,23.563106796116504
18909,3839,112,3951,34.276785714285715
18913,3286,158,3444,20.79746835443038
18919,1682,288,1970,5.840277777777778
18924,2554,273,2827,9.355311355311356
18927,2801,216,3017,12.967592592592592
18935,3224,160,3384,20.15
18941,3693,123,3816,30.02439024390244
18944,3705,144,3849,25.729166666666668
18946,235,2477,2712,0.0948728300363342
18948,2725,165,2890,16.515151515151516
18970,3592,40,3632,89.8
18977,2991,307,3298,9.742671009771987
18978,1797,170,1967,10.570588235294116
18982,3745,208,3953,18.004807692307693
18988,3569,394,3963,9.058375634517766
18990,1557,84,1641,18.535714285714285
18993,1696,321,2017,5.283489096573208
19018,2574,175,2749,14.708571428571428
19023,1910,231,2141,8.268398268398268
19027,3864,132,3996,29.272727272727277
19029,3789,105,3894,36.08571428571429
19042,2265,84,2349,26.964285714285715
19043,3413,108,3521,31.60185185185185
19044,557,1789,2346,0.3113471212968138
19046,3445,378,3823,9.113756613756614
19054,3303,128,3431,25.8046875
19059,3517,241,3758,14.593360995850622
19064,1614,134,1748,12.044776119402986
19087,1197,86,1283,13.918604651162791
19091,2383,116,2499,20.54310344827586
19097,1819,249,2068,7.305220883534137
19098,2437,179,2616,13.614525139664805
19107,3735,213,3948,17.535211267605632
19110,1183,179,1362,6.608938547486034
19113,3183,343,3526,9.2798833819242
19114,3010,91,3101,33.07692307692308
19131,2627,316,2943,8.313291139240507
19137,2635,398,3033,6.6206030150753765
19148,2816,240,3056,11.733333333333333
19176,1351,65,1416,20.784615384615385
19183,3143,96,3239,32.739583333333336
19184,2317,322,2639,7.195652173913044
19190,3303,116,3419,28.474137931034484
19195,1529,110,1639,13.9
19199,2855,140,2995,20.392857142857142
19216,3787,172,3959,22.01744186046512
19222,3848,244,4092,15.770491803278688
19227,2020,390,2410,5.17948717948718
19228,2891,123,3014,23.504065040650406
19233,2476,402,2878,6.159203980099503
19239,902,392,1294,2.3010204081632653
19244,3775,191,3966,19.76439790575916
19251,2819,143,2962,19.713286713286717
19255,3638,158,3796,23.025316455696203
19266,1896,81,1977,23.40740740740741
19267,555,429,984,1.2937062937062938
19269,3024,271,3295,11.158671586715869
19275,2054,152,2206,13.513157894736842
19276,2076,436,2512,4.761467889908257
19290,2320,44,2364,52.72727272727273
19297,2706,217,2923,12.47004608294931
19310,2274,86,2360,26.44186046511628
19311,3098,124,3222,24.983870967741936
19312,3509,113,3622,31.053097345132745
19313,3271,57,3328,57.3859649122807
19318,819,236,1055,3.4703389830508478
19321,3012,178,3190,16.921348314606742
19328,1705,71,1776,24.01408450704225
19344,3713,148,3861,25.08783783783784
19347,3047,249,3296,12.236947791164658
19354,3674,126,3800,29.15873015873016
19360,2429,116,2545,20.939655172413797
19363,3058,258,3316,11.852713178294572
19365,1441,150,1591,9.606666666666667
19375,3953,47,4000,84.1063829787234
19379,691,102,793,6.7745098039215685
19387,3584,100,3684,35.84
19403,3636,145,3781,25.07586206896552
19412,3382,244,3626,13.86065573770492
19422,1705,100,1805,17.05
19429,2654,121,2775,21.93388429752066
19435,3530,175,3705,20.17142857142857
19451,1058,124,1182,8.53225806451613
19457,1122,204,1326,5.5
19487,2503,140,2643,17.87857142857143
19488,3629,347,3976,10.45821325648415
19495,2789,218,3007,12.793577981651376
19508,2656,51,2707,52.07843137254902
19534,2897,92,2989,31.48913043478261
19556,2275,155,2430,14.67741935483871
19573,739,338,1077,2.1863905325443787
19576,1600,98,1698,16.3265306122449
19580,2189,194,2383,11.283505154639176
19612,1957,105,2062,18.63809523809524
19621,3484,271,3755,12.85608856088561
19634,2023,83,2106,24.373493975903614
19636,2354,194,2548,12.1340206185567
19637,2240,303,2543,7.392739273927392
19639,3756,126,3882,29.80952380952381
19641,3402,135,3537,25.2
19646,1327,2382,3709,0.5570948782535684
19647,3008,527,3535,5.707779886148008
19649,3511,182,3693,19.291208791208792
19657,2165,136,2301,15.919117647058824
19668,3674,86,3760,42.72093023255814
19671,3376,318,3694,10.61635220125786
19682,2430,96,2526,25.3125
19694,2732,88,2820,31.045454545454547
19699,3477,343,3820,10.137026239067056
19707,296,2587,2883,0.1144182450715114
19712,2346,81,2427,28.96296296296296
19715,2739,130,2869,21.06923076923077
19718,3666,376,4042,9.75
19720,2238,240,2478,9.325
19721,1697,111,1808,15.288288288288287
19731,2994,231,3225,12.96103896103896
19735,1831,187,2018,9.79144385026738
19737,3627,184,3811,19.71195652173913
19744,895,181,1076,4.94475138121547
19746,3766,92,3858,40.93478260869565
19756,3672,276,3948,13.304347826086955
19767,3094,109,3203,28.38532110091743
19772,1027,92,1119,11.16304347826087
19775,3084,164,3248,18.804878048780488
19777,3336,219,3555,15.232876712328768
19782,1710,46,1756,37.17391304347826
19785,3694,171,3865,21.60233918128655
19793,3281,97,3378,33.824742268041234
19801,2892,73,2965,39.61643835616438
19819,3150,173,3323,18.20809248554913
19823,1680,97,1777,17.31958762886598
19824,889,182,1071,4.884615384615385
19835,3716,145,3861,25.627586206896552
19836,2302,116,2418,19.844827586206897
19842,1917,101,2018,18.980198019801986
19847,3910,106,4016,36.886792452830186
19860,108,2287,2395,0.0472234368167905
19879,2064,149,2213,13.85234899328859
19889,3313,389,3702,8.516709511568124
19894,3727,134,3861,27.81343283582089
19899,3349,208,3557,16.10096153846154
19909,2563,62,2625,41.33870967741935
19916,2688,308,2996,8.727272727272727
19932,3281,79,3360,41.53164556962025
19954,3457,289,3746,11.961937716262977
19955,2744,189,2933,14.51851851851852
19966,1452,210,1662,6.914285714285715
19968,1536,76,1612,20.210526315789476
19978,311,3012,3323,0.1032536520584329
19981,3479,110,3589,31.62727272727273
19983,3471,203,3674,17.098522167487683
19985,2539,31,2570,81.90322580645162
19995,3473,137,3610,25.35036496350365
20004,2583,125,2708,20.664
20019,2736,162,2898,16.88888888888889
20024,2226,36,2262,61.833333333333336
20034,3567,39,3606,91.46153846153848
20035,2908,150,3058,19.386666666666667
20038,2866,162,3028,17.691358024691358
20042,3473,327,3800,10.62079510703364
20043,3855,68,3923,56.69117647058823
20047,1872,120,1992,15.6
20050,303,2225,2528,0.1361797752808988
20073,1937,229,2166,8.458515283842795
20077,2368,44,2412,53.81818181818182
20085,2078,154,2232,13.493506493506494
20087,2170,70,2240,31.0
20094,3664,278,3942,13.179856115107912
20096,1511,315,1826,4.796825396825397
20109,3505,100,3605,35.05
20130,3117,118,3235,26.41525423728813
20135,896,67,963,13.373134328358208
20146,2560,257,2817,9.961089494163424
20154,2946,169,3115,17.431952662721894
20178,3915,172,4087,22.761627906976745
20182,2552,187,2739,13.647058823529411
20185,2295,156,2451,14.711538461538462
20187,3615,314,3929,11.512738853503183
20194,2871,272,3143,10.555147058823527
20203,3337,122,3459,27.352459016393443
20212,3141,125,3266,25.128
20218,2552,103,2655,24.776699029126213
20226,2577,261,2838,9.873563218390805
20236,2821,241,3062,11.705394190871369
20245,3124,205,3329,15.239024390243902
20247,2237,44,2281,50.84090909090909
20254,3555,259,3814,13.725868725868724
20255,3839,195,4034,19.68717948717949
20264,2687,190,2877,14.142105263157896
20265,3209,108,3317,29.71296296296296
20278,3259,148,3407,22.02027027027027
20279,2020,178,2198,11.348314606741573
20292,1822,165,1987,11.042424242424245
20303,2159,68,2227,31.75
20309,2131,277,2408,7.693140794223827
20315,2047,176,2223,11.630681818181818
20325,2424,140,2564,17.314285714285713
20330,2876,116,2992,24.79310344827586
20332,3658,48,3706,76.20833333333333
20339,1365,106,1471,12.87735849056604
20341,3818,203,4021,18.80788177339901
20345,2405,327,2732,7.354740061162079
20351,3805,165,3970,23.060606060606062
20368,2316,230,2546,10.069565217391304
20378,3094,198,3292,15.626262626262626
20380,2385,113,2498,21.10619469026549
20385,2377,115,2492,20.669565217391305
20387,28,2852,2880,0.0098176718092566
20388,1601,116,1717,13.801724137931034
20412,3849,157,4006,24.515923566878985
20418,2742,264,3006,10.386363636363637
20424,3573,204,3777,17.514705882352942
20426,953,58,1011,16.43103448275862
20428,3543,99,3642,35.78787878787879
20429,3494,158,3652,22.11392405063291
20430,3317,83,3400,39.963855421686745
20441,2048,67,2115,30.56716417910448
20443,3317,269,3586,12.33085501858736
20456,3096,183,3279,16.918032786885245
20469,1906,88,1994,21.65909090909091
20472,2123,145,2268,14.641379310344828
20473,3602,161,3763,22.372670807453417
20480,1980,92,2072,21.52173913043478
20482,1773,178,1951,9.960674157303371
20486,3104,192,3296,16.166666666666668
20490,2768,315,3083,8.787301587301588
